NFLX,267.99
RHT,46.40
XLNX,37.06
STX,16.36
AKAM,31.49
LLTC,33.43
TXN,33.52
MSFT,26.02
JNPR,31.97
CSCO,15.86
CTSH,74.80
NVDA,16.14
EA,24.19
TDC,60.91
FISV,63.74
DELL,16.98
CTXS,80.78
CSC,38.36
BRCM,34.41
CA,23.17
AMAT,13.29
V,87.97
ACN,60.87
TEL,37.90
EMC,27.83
XRX,10.71
TSS,18.79
CRM,37.35
WDC,36.64
TER,15.18
JDSU,17.01
QCOM,57.88
PAYX,31.05
NTAP,54.32
INTU,52.24
INTC,22.53
ADP,53.89
YHOO,15.45
HPQ,37.05
EBAY,32.74
BMC,55.79
ADBE,31.53
ADSK,38.70
ALTR,47.53
MOLX,26.63
KLAC,41.45
ORCL,33.05
LSI,7.25
AMD,7.11
FIS,31.02
JBL,20.77
GOOG,521.03
IBM,174.54
AAPL,343.26
SNDK,42.80
LRCX,45.27
MU,7.83
MCHP,38.35
FFIV,113.16
MA,314.47
WU,20.24
SYMC,19.83
HRS,45.55
