#########################################################
# Algorithm Parameters #
# Generations = 2000
# Population size = 100
# Resolution = 5
#########################################################
# Financial Parameters #
# Quarter = 2
# Crossover probabilities = 0.75 -> 0.25
# Mutation start probabilities = 0.9,0.0,0.6,0.5,0.6,0.9
# Mutation end probabilities = 0.4,0.4,0.1,0.1,0.1,0.4
######################################################### 
0|7.5739306563098365|9|0.841547850701093|1.0|ReturnOnEquityChange,23
5|8.025954033273772|11|0.7296321848430701|1.0|EarningsPerShare10,7
10|8.025954033273772|11|0.7296321848430701|1.0|EarningsPerShare10,7
15|8.391392639044263|17|0.49361133170848603|1.3333333333333333|CurrentRatio10,37
20|9.184385459021316|17|0.5402579681777244|1.1428571428571428|SGAExpensesChange,14
25|9.893489974578692|27|0.36642555461402565|1.8571428571428572|CurrentRatio10,37
30|9.959809843598364|29|0.3434417187447712|1.5555555555555556|CurrentRatio10,37
35|9.959809843598364|27|0.36888184605919866|1.625|EarningsPerShare10,7
40|9.959809843598364|27|0.36888184605919866|1.625|EarningsPerShare10,7
45|9.959809843598364|23|0.43303521059123323|1.2222222222222223|EarningsPerShareChange,8
50|9.959809843598364|23|0.43303521059123323|1.2222222222222223|EarningsPerShareChange,8
55|9.959809843598364|23|0.43303521059123323|1.2222222222222223|EarningsPerShareChange,8
60|9.959809843598364|23|0.43303521059123323|1.2222222222222223|EarningsPerShareChange,8
65|10.223714885522956|25|0.4089485954209182|1.2|CurrentRatio10,37
70|10.223714885522956|25|0.4089485954209182|1.2|CurrentRatio10,37
75|10.223714885522956|25|0.4089485954209182|1.2|CurrentRatio10,37
80|10.463806312339347|37|0.28280557600917156|1.8|CapExSalesChange,29
85|10.463806312339347|37|0.28280557600917156|1.8|CapExSalesChange,29
90|10.859038900772134|87|0.12481653908933488|2.263157894736842|ReturnOnEquityChange,23
95|11.099130327588528|67|0.16565866160579892|1.9411764705882353|CurrentRatioChange,38
100|11.099130327588528|41|0.27071049579484213|1.5384615384615385|CurrentRatio10,37
105|11.1179643449623|71|0.15659104711214505|2.0588235294117645|ResearchDevelopment10,16
110|11.1179643449623|71|0.15659104711214505|2.0588235294117645|ResearchDevelopment10,16
115|11.1179643449623|53|0.2097729121691|2.1666666666666665|CurrentRatio10,37
120|11.1179643449623|45|0.24706587433249555|1.5714285714285714|CurrentRatio10,37
125|11.1179643449623|39|0.2850760088451872|1.5833333333333333|EarningsPerShare10,7
130|11.14311248321476|65|0.17143249974176553|2.2857142857142856|ResearchDevelopment10,16
135|11.14311248321476|65|0.17143249974176553|2.2857142857142856|ResearchDevelopment10,16
140|11.14311248321476|59|0.18886631327482642|2.4166666666666665|ResearchDevelopment10,16
145|11.14311248321476|53|0.2102474053436747|1.8571428571428572|EarningsPerShare10,7
150|11.14311248321476|51|0.21849240163166195|1.7857142857142858|ResearchDevelopment10,16
155|11.14311248321476|47|0.2370874996428672|1.6428571428571428|ResearchDevelopment10,16
160|11.14311248321476|45|0.24762472184921688|1.8333333333333333|EarningsPerShare10,7
165|11.14311248321476|45|0.24762472184921688|1.8333333333333333|EarningsPerShare10,7
170|11.14311248321476|45|0.24762472184921688|1.8333333333333333|EarningsPerShare10,7
175|11.14311248321476|45|0.24762472184921688|1.8333333333333333|EarningsPerShare10,7
180|11.14311248321476|45|0.24762472184921688|1.8333333333333333|EarningsPerShare10,7
185|11.14311248321476|45|0.24762472184921688|1.8333333333333333|EarningsPerShare10,7
190|11.14311248321476|41|0.271783231297921|1.4285714285714286|EarningsPerShareChange,8
195|11.321302076942626|47|0.24087876759452395|1.5333333333333334|EarningsPerShareChange,8
200|11.321302076942626|47|0.24087876759452395|1.5333333333333334|EarningsPerShareChange,8
205|11.321302076942626|47|0.24087876759452395|1.5333333333333334|EarningsPerShareChange,8
210|11.431911519939344|59|0.19376121220236178|1.8125|EarningsPerShareChange,8
215|11.431911519939344|57|0.20055985122700604|1.75|EarningsPerShareChange,8
220|11.450745537313116|49|0.23368868443496155|1.6|EarningsPerShareChange,8
225|11.450745537313116|49|0.23368868443496155|1.6|EarningsPerShareChange,8
230|11.450745537313116|49|0.23368868443496155|1.6|EarningsPerShareChange,8
235|11.450745537313116|47|0.2436328837726195|1.5333333333333334|EarningsPerShareChange,8
240|11.450745537313116|47|0.2436328837726195|1.5333333333333334|EarningsPerShareChange,8
245|11.450745537313116|45|0.25446101194029147|1.4666666666666666|OperatingMargin10,4
250|11.450745537313116|45|0.25446101194029147|1.4666666666666666|OperatingMargin10,4
255|11.450745537313116|45|0.25446101194029147|1.4666666666666666|OperatingMargin10,4
260|11.450745537313116|45|0.25446101194029147|1.4666666666666666|OperatingMargin10,4
265|11.48625857007377|89|0.12905908505700867|2.3157894736842106|EarningsPerShareChange,8
270|11.48625857007377|89|0.12905908505700867|2.3157894736842106|EarningsPerShareChange,8
275|11.48625857007377|51|0.22522075627595628|1.4705882352941178|EarningsPerShareChange,8
280|11.48625857007377|51|0.22522075627595628|1.4705882352941178|EarningsPerShareChange,8
285|11.498335363109838|77|0.14932903068973816|1.8095238095238095|EarningsPerShareChange,8
290|11.498335363109838|77|0.14932903068973816|1.8095238095238095|EarningsPerShareChange,8
295|11.498335363109838|67|0.17161694571805727|1.65|EarningsPerShareChange,8
300|11.498335363109838|63|0.1825132597319022|1.631578947368421|EarningsPerShareChange,8
305|11.498335363109838|57|0.20172518180894453|1.4736842105263157|EarningsPerShareChange,8
310|11.515014378496721|75|0.15353352504662296|1.7619047619047619|EarningsPerShareChange,8
315|11.515014378496721|75|0.15353352504662296|1.7619047619047619|EarningsPerShareChange,8
