NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,
0.0,18.148882368202294,7.133333333333334,2.5969921566375542,1.0166666666666666,3.0
5.0,18.579575309341962,8.666666666666666,2.2443361866623217,1.0538888888888889,10.0
10.0,18.936162297275295,11.4,1.8775407594496625,1.1059126984126983,1.0
15.0,19.16294163580775,12.666666666666666,1.6081260309812218,1.1280555555555556,9.0
20.0,19.483636641768516,15.333333333333334,1.4166409042755612,1.1424362674362676,4.0
25.0,19.685853303733545,16.133333333333333,1.39561578951922,1.16262506012506,3.0
30.0,19.858501049689607,17.4,1.350075457333999,1.2057121582121582,9.0
35.0,19.954524576288406,19.4,1.2562281292301198,1.25614417989418,3.0
40.0,20.061137074621193,20.466666666666665,1.2007287623355758,1.2646164021164021,3.0
45.0,20.148559683676492,20.466666666666665,1.1965104231579662,1.245793650793651,4.0
50.0,20.258281737628188,20.2,1.2107026881643173,1.2751125726125723,4.0
55.0,20.295997094487202,20.2,1.2225146869977503,1.2598495948495947,4.0
60.0,20.389841287377585,21.866666666666667,1.1887944470214364,1.423833573833574,4.0
65.0,20.415642140879445,20.6,1.2477398894959466,1.3695959595959597,4.0
70.0,20.493956381273545,21.466666666666665,1.1995013430738024,1.32231536981537,4.0
75.0,20.627219947976283,24.2,1.0907311345575466,1.410745550745551,4.0
80.0,20.632712514261748,24.0,1.1130380529303296,1.3945695045695043,8.0
85.0,20.651054322228198,23.466666666666665,1.1052356672608548,1.31498556998557,8.0
90.0,20.69075510137213,24.2,1.0946498743159525,1.3552715802715805,3.0
95.0,20.69075510137213,22.666666666666668,1.153599546818485,1.3246223221223223,9.0
100.0,20.697162177207538,21.666666666666668,1.1885150775527842,1.2716859066859068,9.0
105.0,20.697162177207538,20.933333333333334,1.2050048382847969,1.2723761423761424,9.0
110.0,20.725264805415517,20.266666666666666,1.2217600961935533,1.2466486291486292,9.0
115.0,20.725264805415517,19.4,1.249276068607927,1.2180591630591628,9.0
120.0,20.762919321765462,19.066666666666666,1.267781193018765,1.205971620971621,9.0
125.0,20.798349595759454,20.133333333333333,1.2338998048474281,1.2341798941798943,9.0
130.0,20.81592325939672,20.6,1.241688884330791,1.2342165704665706,9.0
135.0,20.822738397099563,20.466666666666665,1.2501578723051057,1.2269542032042033,9.0
140.0,20.82491047108721,19.466666666666665,1.2727226407643706,1.2294860694860694,9.0
145.0,20.840369235329398,19.2,1.2835926818135592,1.2208497058497059,9.0
150.0,20.840369235329398,18.8,1.308762975388755,1.2389093314093316,9.0
155.0,20.84465620871213,18.666666666666668,1.3113571131680855,1.249630230880231,9.0
160.0,20.84465620871213,18.2,1.3288627861938365,1.2104767917267916,9.0
165.0,20.84465620871213,17.8,1.3558662134251886,1.212286556036556,9.0
170.0,20.844796020475734,17.533333333333335,1.3539953340521798,1.20016354016354,9.0
175.0,20.844796020475734,17.0,1.373249285156991,1.2094143819143819,9.0
