Gross Margin %,42.0,41.5
Operating Margin %,18.4,18.4
Earnings Per Share USD,2.52,2.82
Book Value Per Share USD,12.25,12.50
SG&A,23.52,23.12
Return on Assets %,4.11,4.27
Return on Equity %,21.83,22.90
Return on Invested Capital %,21.60,22.73
Cap Ex as a % of Sales,2.81,2.34
Total Current Assets,83.48,81.63
Total Current Liabilities,78.24,75.41
Current Ratio,1.07,1.08
Quick Ratio,0.10,0.13
R&D,13.575769,13.575769
