Gross Margin %,76.4,78.8
Operating Margin %,33.8,36.9
Earnings Per Share USD,1.67,1.96
Book Value Per Share USD,7.85,8.91
SG&A,21.19,22.23
R&D,12.69,12.18
Return on Assets %,12.65,13.14
Return on Equity %,24.22,23.92
Return on Invested Capital %,15.70,16.21
Cap Ex as a % of Sales,1.26,1.75
Total Current Assets,53.27,51.10
Total Current Liabilities,19.30,19.65
Current Ratio,2.76,2.60
Quick Ratio,2.50,2.41
