Gross Margin %,78.1,75.3
Operating Margin %,51.7,46.0
Earnings Per Share USD,2.50,1.70
Book Value Per Share USD,2.22,3.20
SG&A,11.17,11.65
R&D,15.26,17.72
Return on Assets %,36.05,22.87
Return on Equity %,212.98,64.10
Return on Invested Capital %,43.14,25.61
Cap Ex as a % of Sales,8.11,2.82
Total Current Assets,76.40,81.33
Total Current Liabilities,11.21,9.22
Current Ratio,6.82,8.83
Quick Ratio,5.97,7.95
