Gross Margin %,50.9,49.7
Operating Margin %,12.9,8.4
Earnings Per Share USD,1.65,1.25
Book Value Per Share USD,12.10,13.78
SG&A,9.23,8.69
R&D,26.84,28.95
Return on Assets %,10.92,7.10
Return on Equity %,15.02,10.01
Return on Invested Capital %,13.02,8.19
Cap Ex as a % of Sales,2.21,3.05
Total Current Assets,63.63,33.73
Total Current Liabilities,12.16,15.01
Current Ratio,5.23,2.25
Quick Ratio,4.74,1.85
