Gross Margin %,30.3,30.6
Operating Margin %,12.0,11.4
Earnings Per Share USD,1.70,1.59
Book Value Per Share USD,13.51,13.84
SG&A,17.94,18.85
Return on Assets %,8.74,7.81
Return on Equity %,13.73,11.70
Return on Invested Capital %,11.98,10.27
Cap Ex as a % of Sales,7.31,6.51
Total Current Assets,57.13,57.57
Total Current Liabilities,24.52,24.56
Current Ratio,2.33,2.34
Quick Ratio,1.54,1.58
R&D,13.575769,13.575769
