Gross Margin %,51.4,52.0
Operating Margin %,16.2,15.1
Earnings Per Share USD,0.94,0.90
Book Value Per Share USD,6.77,7.83
SG&A,10.15,10.07
R&D,25.08,26.80
Return on Assets %,11.57,9.40
Return on Equity %,15.86,12.54
Return on Invested Capital %,15.69,12.42
Cap Ex as a % of Sales,3.47,4.28
Total Current Assets,70.33,74.47
Total Current Liabilities,16.75,15.22
Current Ratio,4.20,4.89
Quick Ratio,3.73,4.28
