Gross Margin %,83.1,83.9
Operating Margin %,14.2,16.0
Earnings Per Share USD,0.76,1.57
Book Value Per Share USD,5.93,7.04
SG&A,48.66,48.31
R&D,13.93,14.40
Return on Assets %,4.99,9.11
Return on Equity %,13.16,24.36
Return on Invested Capital %,6.72,15.17
Cap Ex as a % of Sales,4.33,4.25
Total Current Assets,35.27,35.58
Total Current Liabilities,38.47,34.60
Current Ratio,0.92,1.03
Quick Ratio,0.81,0.92
