Gross Margin %,41.5,38.0
Operating Margin %,22.8,4.7
Earnings Per Share USD,1.45,0.09
Book Value Per Share USD,6.74,6.04
SG&A,8.57,12.34
R&D,10.63,14.19
Return on Assets %,15.53,0.84
Return on Equity %,23.58,1.36
Return on Invested Capital %,20.32,0.47
Cap Ex as a % of Sales,1.99,1.86
Total Current Assets,74.71,42.16
Total Current Liabilities,20.16,18.72
Current Ratio,3.71,2.25
Quick Ratio,2.78,1.39
