Gross Margin %,7.6,7.6
Operating Margin %,3.5,3.6
Earnings Per Share USD,1.73,1.87
Book Value Per Share USD,9.18,10.22
SG&A,3.66,3.76
R&D,0.15,0.15
Return on Assets %,5.68,5.31
Return on Equity %,22.12,19.87
Return on Invested Capital %,10.43,9.13
