Gross Margin %,58.2,61.4
Operating Margin %,-8.7,0.8
Earnings Per Share USD,-0.84,0.23
Book Value Per Share USD,7.70,7.42
SG&A,29.20,29.64
R&D,32.13,29.25
Return on Assets %,-5.77,1.46
Return on Equity %,-10.43,3.03
Return on Invested Capital %,-10.43,2.07
Cap Ex as a % of Sales,1.64,4.15
Total Current Assets,61.53,47.51
Total Current Liabilities,40.60,38.61
Current Ratio,1.52,1.23
Quick Ratio,1.29,1.04
