Gross Margin %,49.3,49.7
Operating Margin %,21.8,15.4
Earnings Per Share USD,1.88,1.51
Book Value Per Share USD,9.58,9.89
SG&A,11.93,14.07
R&D,12.49,14.64
Return on Assets %,13.19,8.68
Return on Equity %,20.91,16.05
Return on Invested Capital %,13.53,10.13
Cap Ex as a % of Sales,5.94,3.86
Total Current Assets,38.19,41.11
Total Current Liabilities,17.07,17.13
Current Ratio,2.24,2.40
Quick Ratio,1.28,1.51
