Gross Margin %,58.8,57.3
Operating Margin %,31.9,28.7
Earnings Per Share USD,2.15,1.65
Book Value Per Share USD,9.56,10.36
SG&A,15.32,15.36
R&D,11.47,13.21
Return on Assets %,15.28,11.13
Return on Equity %,25.04,17.71
Return on Invested Capital %,19.32,13.60
Cap Ex as a % of Sales,8.37,4.51
Total Current Assets,59.80,65.37
Total Current Liabilities,11.47,8.04
Current Ratio,5.22,8.13
Quick Ratio,4.19,6.57
