Gross Margin %,46.9,48.1
Operating Margin %,19.0,19.6
Earnings Per Share USD,13.06,14.37
Book Value Per Share USD,17.09,16.88
SG&A,22.07,22.54
R&D,5.85,6.03
Return on Assets %,13.79,14.09
Return on Equity %,73.43,85.15
Return on Invested Capital %,30.15,31.39
Cap Ex as a % of Sales,3.84,3.91
Total Current Assets,43.74,41.47
Total Current Liabilities,36.18,36.59
Current Ratio,1.21,1.13
Quick Ratio,0.98,0.96
