Gross Margin %,49.9,53.5
Operating Margin %,16.5,17.3
Earnings Per Share USD,1.65,0.94
Book Value Per Share USD,8.18,9.46
SG&A,16.35,16.99
R&D,13.69,15.17
Return on Assets %,18.70,9.40
Return on Equity %,28.46,13.22
Return on Invested Capital %,24.36,10.84
Cap Ex as a % of Sales,6.02,7.19
Total Current Assets,50.25,50.88
Total Current Liabilities,17.07,12.26
Current Ratio,2.94,4.15
Quick Ratio,2.14,3.10
