Gross Margin %,67.4,62.9
Operating Margin %,33.6,29.7
Earnings Per Share USD,2.52,3.51
Book Value Per Share USD,16.03,19.68
SG&A,13.00,12.15
R&D,20.02,20.47
Return on Assets %,12.72,15.38
Return on Equity %,17.82,20.20
Return on Invested Capital %,16.71,19.64
Cap Ex as a % of Sales,3.96,6.72
Inventory,2.10,2.39
Total Current Assets,39.24,36.37
