Gross Margin %,100.0,100.0
Operating Margin %,40.4,53.3
Earnings Per Share USD,14.85,21.94
Book Value Per Share USD,46.23,56.12
SG&A,45.23,43.35
Return on Assets %,19.52,23.83
Return on Equity %,34.43,43.16
Return on Invested Capital %,34.11,42.94
Cap Ex as a % of Sales,2.64,2.95
Total Current Assets,72.39,75.08
