Gross Margin %,40.5,43.9
Operating Margin %,31.2,35.3
Earnings Per Share USD,27.68,44.15
Book Value Per Share USD,82.45,126.10
SG&A,7.02,6.42
R&D,2.24,2.16
Return on Assets %,27.07,28.54
Return on Equity %,41.67,42.84
Return on Invested Capital %,41.67,42.84
Cap Ex as a % of Sales,6.88,6.01
Inventory,0.67,0.45
Total Current Assets,38.66,32.75
Total Current Liabilities,24.04,21.89
Current Ratio,1.61,1.50
Quick Ratio,1.35,1.24
Inventory Turnover,70.53,112.12
