Gross Margin %,30.5,32.5
Operating Margin %,17.8,19.1
Earnings Per Share USD,1.15,1.29
Book Value Per Share USD,6.46,7.62
SG&A,12.63,13.42
Return on Assets %,11.58,12.58
Return on Equity %,17.35,17.92
Return on Invested Capital %,14.18,15.18
Cap Ex as a % of Sales,5.30,6.31
Total Current Assets,34.99,28.40
Total Current Liabilities,20.48,11.39
Current Ratio,1.71,2.49
Quick Ratio,1.48,2.15
R&D,13.575769,13.575769
