Gross Margin %,84.2,84.9
Operating Margin %,17.6,15.1
Earnings Per Share USD,0.75,0.77
Book Value Per Share USD,7.26,7.88
SG&A,48.18,49.97
R&D,18.42,19.80
Return on Assets %,6.25,5.66
Return on Equity %,10.90,10.29
Return on Invested Capital %,10.90,9.96
Cap Ex as a % of Sales,4.56,9.03
Total Current Assets,49.03,48.65
Total Current Liabilities,33.17,35.03
Current Ratio,1.48,1.39
Quick Ratio,1.29,1.20
