Gross Margin %,22.3,21.4
Operating Margin %,7.1,5.3
Earnings Per Share USD,1.88,1.35
Book Value Per Share USD,4.96,6.15
SG&A,13.73,14.23
R&D,1.38,1.88
Return on Assets %,8.40,5.15
Return on Equity %,41.86,24.21
Return on Invested Capital %,20.43,11.32
Cap Ex as a % of Sales,1.09,0.90
Total Current Assets,66.13,58.83
Total Current Liabilities,49.40,49.30
Current Ratio,1.34,1.19
Quick Ratio,1.12,0.97
