Gross Margin %,64.5,62.1
Operating Margin %,13.9,7.1
Earnings Per Share USD,0.79,0.35
Book Value Per Share USD,13.48,13.77
SG&A,26.53,28.53
R&D,23.08,25.23
Return on Assets %,4.61,1.88
Return on Equity %,6.21,2.65
Return on Invested Capital %,4.95,1.88
