Gross Margin %,67.7,68.6
Operating Margin %,25.1,22.9
Earnings Per Share USD,1.07,1.12
Book Value Per Share USD,12.02,13.19
SG&A,36.17,38.68
R&D,4.52,5.44
Return on Assets %,8.55,8.25
Return on Equity %,9.27,9.06
Return on Invested Capital %,9.27,9.06
