Gross Margin %,66.4,64.5
Operating Margin %,35.8,30.5
Earnings Per Share USD,2.81,2.13
Book Value Per Share USD,12.74,13.94
SG&A,13.59,14.68
R&D,16.89,18.96
Return on Assets %,18.06,11.95
Return on Equity %,24.80,16.36
Return on Invested Capital %,20.54,13.03
Cap Ex as a % of Sales,4.11,4.89
Total Current Assets,83.11,83.56
Total Current Liabilities,9.95,9.34
Current Ratio,8.35,8.94
Quick Ratio,7.51,8.08
