Gross Margin %,73.8,73.1
Operating Margin %,25.0,21.1
Earnings Per Share USD,2.32,2.13
Book Value Per Share USD,8.80,4.76
SG&A,39.22,42.05
R&D,7.61,7.93
Return on Assets %,8.58,6.91
Return on Equity %,25.80,29.24
Return on Invested Capital %,17.97,13.39
Cap Ex as a % of Sales,7.32,7.00
Total Current Assets,44.83,44.48
Total Current Liabilities,29.06,29.81
Current Ratio,1.54,1.49
Quick Ratio,1.41,1.34
