Gross Margin %,77.7,76.2
Operating Margin %,38.8,29.5
Earnings Per Share USD,2.69,2.00
Book Value Per Share USD,6.82,7.90
SG&A,25.97,24.99
R&D,12.93,13.31
Return on Assets %,23.77,14.77
Return on Equity %,44.84,27.51
Return on Invested Capital %,37.83,22.66
Cap Ex as a % of Sales,3.37,3.13
Inventory,1.26,0.94
Total Current Assets,68.92,70.16
Total Current Liabilities,26.47,26.95
Current Ratio,2.60,2.60
Quick Ratio,2.35,2.41
Inventory Turnover,14.75,13.97
