Gross Margin %,44.8,22.8
Operating Margin %,5.6,-19.5
Earnings Per Share USD,0.66,-1.60
Book Value Per Share USD,2.28,0.75
SG&A,15.10,15.18
R&D,22.12,24.97
Return on Assets %,9.90,-26.42
Return on Equity %,37.73,-111.18
Return on Invested Capital %,10.63,-43.75
Cap Ex as a % of Sales,3.81,2.45
Total Current Assets,65.18,56.63
Total Current Liabilities,35.81,34.93
Current Ratio,1.82,1.62
Quick Ratio,1.51,1.17
