Gross Margin %,65.4,64.9
Operating Margin %,33.6,28.0
Earnings Per Share USD,2.39,1.95
Book Value Per Share USD,9.25,10.34
SG&A,14.80,16.30
R&D,16.56,19.43
Return on Assets %,17.53,12.32
Return on Equity %,28.31,20.70
Return on Invested Capital %,20.92,13.92
