Gross Margin %,20.0,11.8
Operating Margin %,8.6,-7.5
Earnings Per Share USD,0.17,-1.04
Book Value Per Share USD,8.44,7.57
SG&A,6.74,7.53
R&D,9.00,11.15
Return on Assets %,1.13,-7.10
Return on Equity %,2.03,-12.76
Return on Invested Capital %,0.85,-11.26
Cap Ex as a % of Sales,29.02,20.63
Total Current Assets,39.53,40.19
Total Current Liabilities,16.81,15.65
Current Ratio,2.35,2.57
Quick Ratio,1.47,1.72
