Gross Margin %,70.3,70.0
Operating Margin %,20.4,20.5
Earnings Per Share USD,2.46,1.99
Book Value Per Share USD,13.89,16.12
SG&A,32.61,31.84
R&D,10.60,11.18
Return on Assets %,13.09,8.10
Return on Equity %,19.44,13.45
Return on Invested Capital %,17.29,11.26
Cap Ex as a % of Sales,8.27,8.93
Total Current Assets,46.34,57.72
Total Current Liabilities,24.65,29.47
Current Ratio,1.88,1.96
Quick Ratio,1.80,1.88
