Gross Margin %,68.6,69.5
Operating Margin %,37.7,38.3
Earnings Per Share USD,1.42,1.51
Book Value Per Share USD,4.13,4.43
SG&A,30.91,31.17
Return on Assets %,9.70,9.23
Return on Equity %,35.56,35.35
Return on Invested Capital %,35.56,35.35
Cap Ex as a % of Sales,4.82,4.02
Total Current Assets,78.94,78.34
Total Current Liabilities,70.23,73.24
Current Ratio,1.12,1.07
Quick Ratio,0.17,0.10
