Gross Margin %,43.8,42.2
Operating Margin %,3.6,-1.7
Earnings Per Share USD,0.31,-0.24
Book Value Per Share USD,4.69,4.49
SG&A,24.22,25.50
R&D,13.29,14.62
Return on Assets %,3.92,-2.91
Return on Equity %,7.25,-5.28
Return on Invested Capital %,4.36,-5.07
Cap Ex as a % of Sales,6.47,4.29
Total Current Assets,66.85,70.08
Total Current Liabilities,21.46,34.99
Current Ratio,3.12,2.00
Quick Ratio,2.45,1.57
