Gross Margin %,42.2,41.8
Operating Margin %,18.6,18.5
Earnings Per Share USD,2.85,3.44
Book Value Per Share USD,13.08,16.09
SG&A,21.71,21.20
Return on Assets %,17.51,17.48
Return on Equity %,23.45,23.87
Return on Invested Capital %,23.45,23.87
Cap Ex as a % of Sales,4.71,4.55
Total Current Assets,74.17,73.82
Total Current Liabilities,21.96,21.12
Current Ratio,3.38,3.50
Quick Ratio,3.10,3.19
