Gross Margin %,30.4,32.0
Operating Margin %,18.6,18.6
Earnings Per Share USD,1.53,1.55
Book Value Per Share USD,21.71,22.58
SG&A,11.69,13.46
Return on Assets %,3.35,3.37
Return on Equity %,7.28,7.02
Return on Invested Capital %,2.53,2.73
Cap Ex as a % of Sales,5.23,5.10
Total Current Assets,12.15,13.61
Total Current Liabilities,9.78,9.28
Current Ratio,1.24,1.47
Quick Ratio,1.10,1.33
R&D,13.575769,13.575769
