Gross Margin %,83.0,82.0
Operating Margin %,26.1,28.4
Earnings Per Share USD,2.00,2.60
Book Value Per Share USD,8.61,9.29
SG&A,38.04,36.28
R&D,16.46,16.12
Return on Assets %,12.30,16.17
Return on Equity %,23.32,29.55
Return on Invested Capital %,14.64,21.53
Cap Ex as a % of Sales,5.92,4.72
Total Current Assets,44.11,32.51
