Gross Margin %,89.7,89.7
Operating Margin %,16.0,13.2
Earnings Per Share USD,1.22,1.07
Book Value Per Share USD,8.34,9.14
SG&A,48.10,48.61
R&D,25.57,25.95
Return on Assets %,9.49,6.57
Return on Equity %,16.34,12.60
Return on Invested Capital %,16.34,12.60
Cap Ex as a % of Sales,2.84,2.44
Total Current Assets,58.74,59.24
