Gross Margin %,41.4,42.1
Operating Margin %,23.0,23.6
Earnings Per Share USD,3.28,4.44
Book Value Per Share USD,23.13,25.61
SG&A,18.42,18.50
Return on Assets %,5.61,7.17
Return on Equity %,14.55,18.31
Return on Invested Capital %,5.29,7.46
Cap Ex as a % of Sales,4.43,4.35
Total Current Assets,15.86,16.62
Total Current Liabilities,16.19,13.00
Current Ratio,0.98,1.28
Quick Ratio,0.72,0.92
