Gross Margin %,87.2,84.4
Operating Margin %,18.9,15.1
Earnings Per Share USD,1.87,1.86
Book Value Per Share USD,14.64,16.75
SG&A,51.99,50.50
R&D,15.58,17.42
Return on Assets %,9.13,7.93
Return on Equity %,13.49,12.05
Return on Invested Capital %,13.49,12.05
Cap Ex as a % of Sales,5.77,5.83
Total Current Assets,33.49,35.73
Total Current Liabilities,28.76,28.00
Current Ratio,1.16,1.28
Quick Ratio,1.04,1.16
