Gross Margin %,60.8,62.8
Operating Margin %,17.2,18.3
Earnings Per Share USD,1.10,1.23
Book Value Per Share USD,9.47,10.61
SG&A,32.38,32.26
R&D,10.74,11.79
Return on Assets %,7.56,7.56
Return on Equity %,13.54,13.23
Return on Invested Capital %,11.26,11.95
Cap Ex as a % of Sales,6.22,5.70
Total Current Assets,33.80,32.07
Total Current Liabilities,30.28,27.07
Current Ratio,1.12,1.18
Quick Ratio,0.89,0.93
