Gross Margin %,18.8,29.2
Operating Margin %,8.2,14.2
Earnings Per Share USD,3.09,6.58
Book Value Per Share USD,23.61,31.17
SG&A,3.22,4.15
R&D,7.38,8.45
Return on Assets %,9.40,14.44
Return on Equity %,14.24,24.50
Return on Invested Capital %,13.16,20.31
Cap Ex as a % of Sales,8.17,5.75
Inventory,7.11,8.52
Total Current Assets,67.59,50.27
Total Current Liabilities,26.73,28.38
Current Ratio,2.53,1.77
Quick Ratio,2.16,1.38
Inventory Turnover,13.61,9.89
