Gross Margin %,80.2,79.5
Operating Margin %,59.4,20.5
Earnings Per Share USD,5.16,3.16
Book Value Per Share USD,32.56,34.06
SG&A,17.64,16.40
Return on Assets %,10.71,5.73
Return on Equity %,14.19,7.93
Return on Invested Capital %,14.10,7.93
