Gross Margin %,69.9,67.5
Operating Margin %,16.1,11.4
Earnings Per Share USD,0.82,3.28
Book Value Per Share USD,10.11,13.06
SG&A,32.46,32.92
R&D,20.17,17.76
Return on Assets %,7.06,24.75
Return on Equity %,8.36,29.12
Return on Invested Capital %,8.27,28.84
